PredictClose,ActualClose
99.47624969482422,162.44000244140625
113.89056396484375,166.27999877929688
127.9820785522461,167.61000061035156
140.0093994140625,121.58000183105469
144.89666748046875,164.1300048828125
148.60308837890625,164.3300018310547
150.93975830078125,156.30999755859375
151.3165740966797,153.22000122070312
150.11318969726562,154.86000061035156
148.1898193359375,155.38999938964844
146.61453247070312,159.0399932861328
145.43092346191406,159.1999969482422
144.5806427001953,159.0399932861328
144.04135131835938,161.35000610351562
143.96746826171875,161.4600067138672
144.22235107421875,157.22000122070312
144.34414672851562,163.1300048828125
144.88568115234375,162.41000366210938
145.5841064453125,165.1300048828125
146.543212890625,167.88999938964844
147.7847900390625,166.4600067138672
148.94747924804688,168.74000549316406
150.1178741455078,169.99000549316406
151.251708984375,121.58000183105469
148.38648986816406,167.13999938964844
147.1641845703125,166.0
146.9126434326172,161.30999755859375
146.92129516601562,161.47000122070312
147.11062622070312,157.7100067138672
147.08694458007812,162.9199981689453
147.35910034179688,158.3000030517578
147.39942932128906,161.77999877929688
147.57989501953125,160.6199951171875
147.72230529785156,158.39999389648438
147.64749145507812,157.30999755859375
147.36468505859375,157.97000122070312
147.04241943359375,154.1300048828125
146.42678833007812,151.77000427246094
145.52696228027344,155.4600067138672
144.86376953125,154.8699951171875
144.37454223632812,154.6999969482422
144.04293823242188,154.0
143.79690551757812,154.83999633789062
143.70651245117188,161.57000732421875
144.26361083984375,163.4199981689453
145.286376953125,164.14999389648438
146.5225830078125,169.07000732421875
148.12420654296875,164.83999633789062
149.39512634277344,167.77999877929688
150.54074096679688,168.27000427246094
151.48870849609375,166.88999938964844
152.07513427734375,168.75
152.50637817382812,170.52999877929688
152.9130096435547,173.6300048828125
153.48208618164062,173.33999633789062
154.0350799560547,171.69000244140625
154.36709594726562,174.0
154.69931030273438,176.77999877929688
155.19496154785156,177.58999633789062
155.77667236328125,175.64999389648438
156.1761474609375,178.8000030517578
156.66217041015625,180.9600067138672
157.29641723632812,180.11000061035156
157.8641357421875,181.42999267578125
158.42172241210938,179.9499969482422
158.78018188476562,176.80999755859375
158.72889709472656,175.39999389648438
158.33334350585938,121.58000183105469
153.57289123535156,170.0800018310547
150.6929931640625,172.47000122070312
149.39083862304688,171.86000061035156
149.1771697998047,170.63999938964844
149.57440185546875,170.19000244140625
150.27743530273438,166.77000427246094
150.82579040527344,166.32000732421875
151.19827270507812,163.8300018310547
151.23370361328125,166.77999877929688
151.3074951171875,163.27000427246094
151.11663818359375,161.99000549316406
150.6978759765625,160.66000366210938
150.09017944335938,158.6199951171875
149.28341674804688,159.88999938964844
148.55947875976562,158.1199951171875
147.83172607421875,155.3699951171875
146.97714233398438,155.75
146.1875,155.8300018310547
145.54275512695312,157.27999877929688
145.1846466064453,157.97000122070312
145.10195922851562,158.63999938964844
145.25341796875,161.3000030517578
145.74305725097656,166.2899932861328
146.7725830078125,159.8000030517578
147.47476196289062,158.08999633789062
147.76377868652344,121.58000183105469
144.85440063476562,154.55999755859375
143.0498504638672,155.77999877929688
142.17593383789062,159.38999938964844
142.2717742919922,155.0
142.5940704345703,153.1699981689453
142.8783416748047,154.61000061035156
143.2248077392578,154.61000061035156
143.56622314453125,154.89999389648438
143.887451171875,155.35000610351562
144.19253540039062,153.52000427246094
144.30174255371094,152.1699981689453
144.17095947265625,150.5399932861328
143.77899169921875,150.61000061035156
143.28196716308594,151.8000030517578
142.87530517578125,151.74000549316406
142.56588745117188,154.8300018310547
142.60154724121094,153.77000427246094
142.75326538085938,153.27000427246094
142.9191436767578,153.24000549316406
143.0716552734375,152.3300018310547
143.1242218017578,154.5
143.2849578857422,149.92999267578125
143.12149047851562,151.7100067138672
142.9307861328125,154.13999938964844
142.93820190429688,156.58999633789062
143.25787353515625,159.7899932861328
143.98031616210938,160.6300048828125
144.91848754882812,121.58000183105469
142.7406768798828,160.6199951171875
142.12332153320312,158.19000244140625
142.27203369140625,155.5
142.66427612304688,156.42999267578125
143.23583984375,156.2899932861328
143.83236694335938,158.5800018310547
144.552978515625,158.9199981689453
145.28118896484375,161.75999450683594
146.14727783203125,157.6699981689453
146.652587890625,157.89999389648438
146.896240234375,156.92999267578125
146.86639404296875,158.89999389648438
146.82760620117188,157.63999938964844
146.67886352539062,158.5
146.54876708984375,150.02999877929688
145.76559448242188,152.6199951171875
144.9033203125,153.0399932861328
144.12863159179688,151.8000030517578
143.40695190429688,150.63999938964844
142.72164916992188,149.9499969482422
142.09658813476562,145.77999877929688
141.26092529296875,143.16000366210938
140.2054901123047,145.63999938964844
139.35760498046875,144.0399932861328
138.6189727783203,144.42999267578125
138.08262634277344,144.3300018310547
137.7376251220703,142.16000366210938
137.38719177246094,142.22999572753906
137.0933380126953,136.49000549316406
136.41404724121094,137.5
135.67620849609375,136.58999633789062
134.92160034179688,136.35000610351562
134.23452758789062,135.3800048828125
133.59776306152344,136.22999572753906
133.14210510253906,137.5
132.957275390625,135.0500030517578
132.7587890625,135.0
132.56655883789062,134.88999938964844
132.40013122558594,136.75999450683594
132.41966247558594,138.07000732421875
132.6548614501953,137.9499969482422
132.98228454589844,121.58000183105469
131.99847412109375,140.36000061035156
131.85015869140625,141.88999938964844
132.34158325195312,146.5500030517578
133.54808044433594,147.2100067138672
135.0969696044922,147.42999267578125
136.679931640625,154.6999969482422
138.6647491455078,158.86000061035156
140.9404296875,155.1999969482422
142.80661010742188,157.0
144.32237243652344,156.07000732421875
145.33749389648438,156.07000732421875
145.90386962890625,153.7899932861328
145.92599487304688,152.8000030517578
145.52386474609375,155.69000244140625
145.1351318359375,161.22000122070312
145.232177734375,159.22000122070312
145.43780517578125,162.27999877929688
145.9300079345703,160.3800048828125
146.37716674804688,161.67999267578125
146.85015869140625,165.39999389648438
147.57672119140625,167.2899932861328
148.51309204101562,162.9600067138672
149.11367797851562,159.86000061035156
149.19931030273438,159.94000244140625
148.97589111328125,158.27000427246094
148.46206665039062,154.3300018310547
147.52911376953125,154.41000366210938
146.47506713867188,155.9499969482422
145.6053466796875,158.55999755859375
145.16758728027344,157.32000732421875
144.95204162597656,159.72999572753906
145.1019287109375,162.75
145.70053100585938,163.75
146.5792236328125,163.5
147.50181579589844,166.02999877929688
148.53958129882812,165.97999572753906
149.50706481933594,165.1199951171875
150.238037109375,166.80999755859375
150.86318969726562,165.55999755859375
151.234130859375,166.41000366210938
151.46502685546875,164.35000610351562
151.40670776367188,163.97000122070312
151.145263671875,162.47999572753906
150.6678924560547,164.82000732421875
150.30172729492188,166.61000061035156
150.181640625,168.13999938964844
150.34146118164062,169.6999969482422
150.77078247070312,169.27999877929688
151.2731170654297,167.39999389648438
151.60906982421875,168.82000732421875
151.91893005371094,156.13999938964844
151.16845703125,158.5800018310547
150.09109497070312,156.8300018310547
148.8074188232422,162.66000366210938
148.0281982421875,163.6699981689453
147.72705078125,161.97999572753906
147.62570190429688,161.74000549316406
147.65023803710938,158.3300018310547
147.48519897460938,157.8699951171875
147.20263671875,159.14999389648438
146.99285888671875,157.08999633789062
146.693115234375,158.77999877929688
146.5194549560547,121.58000183105469
143.48330688476562,157.0800018310547
141.974609375,156.5500030517578
141.48297119140625,152.61000061035156
141.37210083007812,152.3300018310547
141.4993133544922,152.2899932861328
141.75942993164062,154.6199951171875
142.260498046875,151.57000732421875
142.60182189941406,156.1699981689453
143.1788330078125,155.89999389648438
143.79727172851562,156.1199951171875
144.37887573242188,155.2100067138672
144.78619384765625,153.5
144.89352416992188,157.97999572753906
145.15818786621094,158.02999877929688
145.47280883789062,156.47999572753906
145.64608764648438,158.1199951171875
145.83712768554688,159.97000122070312
146.15219116210938,160.57000732421875
146.54103088378906,121.58000183105469
143.80503845214844,159.27000427246094
142.5808563232422,158.35000610351562
142.2887420654297,159.1199951171875
142.67344665527344,160.16000366210938
143.50982666015625,121.58000183105469
141.43209838867188,159.41000366210938
140.93057250976562,159.4199981689453
141.3982696533203,156.8000030517578
142.2024383544922,154.94000244140625
142.97293090820312,153.16000366210938
143.49026489257812,152.8699951171875
143.77005004882812,149.00999450683594
143.5614013671875,145.25999450683594
142.78616333007812,148.89999389648438
142.05767822265625,150.2100067138672
141.54563903808594,151.94000244140625
141.36598205566406,151.0500030517578
141.3379364013672,121.58000183105469
139.04298400878906,149.0
137.89109802246094,147.64999389648438
137.43267822265625,149.72999572753906
